2019-12-10 22:29:08:338,-0.6451147,0.2697142,2.968996,-0.9187505,0.4113958,2.996061,-1.180145,0.5512257,3.00991,-1.293054,0.6313857,3.010463,-1.1093,0.4600002,2.902248,-0.8025241,0.40246,2.896575,-0.5784168,0.4514687,2.890507,-0.5109203,0.4499347,2.899346,-1.085592,0.5709956,3.222942,-0.7993712,0.5000459,3.106917,-0.5307227,0.4439155,2.957102,-0.4419709,0.4518375,2.906326,-0.6593805,0.2623816,2.852762,-0.3221262,-0.1503214,2.705373,-0.5071582,-0.5554491,2.57788,-0.5011763,-0.541633,2.521218,-0.605829,0.2945395,2.999298,-0.2971069,0.7163613,2.935675,0.1037192,0.5652991,2.756655,0.1158561,0.6798373,2.693045,-1.11556,0.5158004,3.008557,-0.4242624,0.4666678,2.896163,-0.5224494,0.5051023,2.940938,-0.3516059,0.4448798,2.891477,-0.477578,0.602151,2.84869
2019-12-10 22:29:08:380,-0.6478929,0.2714487,2.970173,-0.9197102,0.4118336,2.996168,-1.180553,0.5512776,3.009636,-1.293097,0.631426,3.010432,-1.109454,0.4600852,2.902179,-0.8026688,0.4025916,2.896541,-0.5783911,0.4507681,2.890547,-0.5105668,0.4498968,2.898674,-1.085677,0.5709865,3.222831,-0.7994341,0.5000353,3.106866,-0.5306036,0.4441442,2.957298,-0.4437071,0.4523093,2.906183,-0.6842783,0.2776953,2.818939,-0.3225331,-0.1502709,2.705101,-0.4949259,-0.5523095,2.579195,-0.485898,-0.5387131,2.521416,-0.6080706,0.2964417,3.049535,-0.3065024,0.6948089,2.858426,0.06300687,0.5540045,2.689763,0.1067719,0.66076,2.614966,-1.116228,0.5159832,3.008371,-0.4245934,0.4642015,2.894601,-0.519195,0.5041757,2.945215,-0.3518836,0.4533534,2.889376,-0.477278,0.601878,2.849248
2019-12-10 22:29:08:422,-0.6517203,0.2743796,2.971822,-0.9208647,0.4126498,2.996257,-1.180898,0.5515735,3.009274,-1.293202,0.6314604,3.010787,-1.109683,0.4598062,2.901871,-0.8028442,0.4026223,2.896517,-0.5789457,0.4526117,2.890564,-0.5114048,0.4499967,2.900021,-1.085664,0.5709886,3.221915,-0.7993788,0.5000076,3.106088,-0.5302062,0.4443964,2.957058,-0.4444256,0.4522542,2.907151,-0.6900172,0.2805234,2.818722,-0.3228762,-0.1499782,2.704742,-0.4921939,-0.5518265,2.580466,-0.4834349,-0.5375328,2.522573,-0.6141477,0.3020414,3.053773,-0.5606886,0.6667936,2.654028,-0.1282243,0.558559,2.516478,-0.1172457,0.6758734,2.458736,-1.116774,0.5163694,3.008137,-0.4238486,0.4655246,2.895462,-0.5234946,0.5053964,2.946538,-0.3531991,0.4547625,2.894287,-0.4773572,0.6017998,2.849597
2019-12-10 22:29:08:456,-0.6506864,0.2743089,2.971148,-0.9207186,0.4127687,2.996162,-1.18092,0.5517155,3.009266,-1.292917,0.6316288,3.010697,-1.109687,0.4598224,2.901904,-0.8028433,0.4026549,2.896513,-0.5791675,0.4536483,2.890766,-0.5111982,0.4506088,2.898302,-1.085569,0.5709769,3.221712,-0.7992764,0.4999895,3.105908,-0.5302247,0.444344,2.95666,-0.4420839,0.451903,2.905799,-0.6703932,0.272084,2.84073,-0.3228972,-0.1498369,2.704735,-0.5067254,-0.5489322,2.567755,-0.5030592,-0.5262964,2.500345,-0.6082748,0.3007571,3.009646,-0.2936084,0.7141529,2.908799,0.04444581,0.4975258,2.795911,0.1082571,0.5914071,2.708053,-1.116801,0.5165328,3.008127,-0.4240722,0.4669673,2.894841,-0.5213368,0.5052344,2.953715,-0.351587,0.4488295,2.89047,-0.4778832,0.6019551,2.848746
2019-12-10 22:29:08:497,-0.6376022,0.2645524,2.961846,-0.918174,0.4105737,2.993124,-1.181386,0.551719,3.008435,-1.293055,0.6317294,3.010649,-1.110059,0.4595951,2.901345,-0.8031712,0.4027228,2.89639,-0.5792159,0.4525043,2.890039,-0.5119191,0.4503534,2.898578,-1.085537,0.5709608,3.221252,-0.7992274,0.4999616,3.105504,-0.5308829,0.4428101,2.955536,-0.4429719,0.4519417,2.905389,-0.6419422,0.2495986,2.868666,-0.3233593,-0.1498368,2.703906,-0.5265759,-0.549509,2.56201,-0.5285158,-0.5209738,2.492816,-0.6004025,0.2908676,2.960326,-0.3136103,0.7218779,2.993806,0.02761337,0.5019485,2.880915,0.08847063,0.5987301,2.792999,-1.116961,0.5163338,3.007181,-0.4247518,0.4649034,2.896064,-0.5288609,0.5054256,2.93419,-0.3517415,0.4468992,2.889187,-0.4773033,0.6018376,2.849405
2019-12-10 22:29:08:538,-0.6304773,0.2589582,2.957856,-0.9144534,0.4078008,2.99103,-1.181345,0.5516818,3.008385,-1.292959,0.6318242,3.010715,-1.109989,0.4594396,2.901332,-0.8031071,0.4025438,2.8964,-0.5789675,0.451427,2.890201,-0.5107192,0.449729,2.897865,-1.08516,0.5708609,3.221217,-0.7988293,0.4998481,3.105543,-0.5302196,0.4432549,2.955847,-0.4414991,0.4503808,2.904658,-0.640382,0.2480242,2.867861,-0.3233179,-0.1498737,2.703856,-0.5290388,-0.5489392,2.560411,-0.5304506,-0.519479,2.490946,-0.5982859,0.2894239,2.960189,-0.21529,0.6449464,2.892967,0.1251334,0.4330545,2.799463,0.1943147,0.5281097,2.715215,-1.116599,0.5160348,3.006894,-0.423805,0.4673381,2.893034,-0.5243623,0.506133,2.945734,-0.351988,0.4374394,2.890146,-0.4776033,0.6017156,2.849407
2019-12-10 22:29:08:576,-0.6278164,0.2575832,2.957682,-0.9120346,0.4065891,2.990945,-1.180952,0.5515924,3.008648,-1.293492,0.6320529,3.010483,-1.109489,0.4591366,2.90178,-0.8025582,0.4024161,2.896425,-0.578727,0.4527889,2.889909,-0.5118332,0.4496424,2.898912,-1.084094,0.5707019,3.221768,-0.7977158,0.4996772,3.106249,-0.5289505,0.4434474,2.956706,-0.4410386,0.4507703,2.906029,-0.6383185,0.2468956,2.869134,-0.3229265,-0.1499617,2.704117,-0.5295711,-0.5459009,2.56056,-0.5597526,-0.4949892,2.491345,-0.5970232,0.2889456,2.960157,-0.2158224,0.6464409,2.89346,0.1394663,0.4236916,2.798083,0.1941456,0.5297763,2.71666,-1.115822,0.5157263,3.007092,-0.4245746,0.46619,2.898292,-0.5277389,0.5054938,2.939874,-0.3519045,0.4448153,2.889141,-0.4774384,0.6013054,2.849886
2019-12-10 22:29:08:614,-0.627463,0.2575547,2.957874,-0.9112858,0.406262,2.990956,-1.180659,0.5514448,3.008687,-1.293453,0.6319944,3.010587,-1.109129,0.4588191,2.90191,-0.8021192,0.4024191,2.896119,-0.578288,0.4527689,2.889745,-0.5112847,0.4505409,2.897321,-1.08338,0.5704732,3.221898,-0.7969863,0.4994321,3.106445,-0.528209,0.4434628,2.95682,-0.4427986,0.4521451,2.903117,-0.6381363,0.2469349,2.869364,-0.3226341,-0.1501082,2.704153,-0.5292896,-0.5438639,2.560297,-0.5594193,-0.4944963,2.490463,-0.5966917,0.2891062,2.961083,-0.2154124,0.6463881,2.892921,0.1489387,0.4176844,2.793377,0.194576,0.5297403,2.716228,-1.115341,0.515472,3.007088,-0.4241593,0.4668183,2.895453,-0.5266923,0.5050694,2.938499,-0.351783,0.4496064,2.88869,-0.4769121,0.6017049,2.849345
2019-12-10 22:29:08:655,-0.6256204,0.2563879,2.957239,-0.9101812,0.4055662,2.990521,-1.180631,0.5514443,3.008705,-1.292273,0.6319404,3.011234,-1.109094,0.4587298,2.901997,-0.8020345,0.402566,2.896123,-0.5781082,0.4525437,2.889136,-0.511749,0.4504751,2.89852,-1.082979,0.570676,3.223001,-0.7965699,0.4996179,3.107613,-0.5282179,0.4431326,2.957397,-0.4450332,0.4509626,2.903747,-0.6372814,0.2463217,2.869151,-0.3226059,-0.1501086,2.704172,-0.5303593,-0.5416726,2.559715,-0.561075,-0.4923499,2.489185,-0.595407,0.2885861,2.96191,-0.2166113,0.6483816,2.892207,0.1565018,0.4142812,2.788759,0.1935217,0.5318326,2.71577,-1.11513,0.515363,3.007037,-0.4243144,0.4665314,2.894568,-0.5186242,0.5046377,2.94577,-0.3501189,0.443855,2.890832,-0.4773723,0.6017883,2.849181
2019-12-10 22:29:08:694,-0.6307129,0.2606004,2.960133,-0.9108115,0.4059791,2.990777,-1.180614,0.5513278,3.008622,-1.292291,0.6318748,3.011291,-1.109077,0.4585067,2.901938,-0.8019882,0.4025034,2.896128,-0.5779837,0.4521397,2.888894,-0.5112085,0.4497155,2.899645,-1.079844,0.5696259,3.217245,-0.7934308,0.4985581,3.101883,-0.5243014,0.4422916,2.953069,-0.4309944,0.4504757,2.906812,-0.6480172,0.2535276,2.862021,-0.3225884,-0.1502248,2.704088,-0.5245919,-0.5413986,2.558659,-0.5242444,-0.5164932,2.485352,-0.6011333,0.2951249,2.983068,-0.2112448,0.6324644,2.856451,0.1551039,0.4034073,2.754515,0.1984431,0.5160573,2.679219,-1.115149,0.5153191,3.006999,-0.4246808,0.4659532,2.8971,-0.5255279,0.5053361,2.941399,-0.3437484,0.4399244,2.892111,-0.4715811,0.6013555,2.851211
2019-12-10 22:29:08:732,-0.630363,0.2602445,2.959794,-0.9107471,0.4059124,2.990722,-1.180609,0.5513187,3.00863,-1.292326,0.6319196,3.011341,-1.108914,0.4587184,2.90188,-0.8018643,0.4025176,2.896048,-0.5780446,0.4529998,2.888976,-0.5108764,0.4505258,2.897719,-1.080231,0.5696861,3.217217,-0.7938105,0.498616,3.101871,-0.5245695,0.4425684,2.953177,-0.4315644,0.450355,2.902539,-0.6457541,0.2524618,2.864239,-0.3225833,-0.1502339,2.704096,-0.5248297,-0.5409043,2.556505,-0.5494629,-0.4951291,2.482556,-0.6000615,0.2921516,2.974164,-0.1382898,0.5264955,2.869217,0.2265897,0.3055041,2.763516,0.2700216,0.4169479,2.686133,-1.115122,0.5152841,3.006989,-0.4234484,0.4660931,2.892762,-0.5240911,0.5045921,2.941755,-0.3438125,0.4405137,2.886735,-0.4751774,0.6016175,2.850456
2019-12-10 22:29:08:767,-0.6299866,0.2600667,2.959529,-0.9105041,0.4058145,2.990643,-1.180371,0.5512061,3.008666,-1.292336,0.6318972,3.011323,-1.108382,0.4588948,2.901804,-0.8013936,0.4023995,2.895976,-0.5775601,0.452853,2.888506,-0.5112125,0.4502288,2.897466,-1.080254,0.5696777,3.217211,-0.7938322,0.4986083,3.101868,-0.5245305,0.4427307,2.95322,-0.4283272,0.4492387,2.904276,-0.6443362,0.2519901,2.865159,-0.3223458,-0.1503456,2.70413,-0.5239881,-0.5407382,2.554534,-0.5483184,-0.4946899,2.479653,-0.5996,0.291685,2.972073,-0.1380155,0.5277925,2.872007,0.2277708,0.3071765,2.766256,0.2703397,0.4182036,2.689142,-1.11483,0.5151334,3.006966,-0.4238019,0.4655468,2.893097,-0.5228442,0.5046809,2.941773,-0.3439866,0.4360571,2.887405,-0.4771707,0.6027486,2.847867
2019-12-10 22:29:08:805,-0.627817,0.2584243,2.958634,-0.90991,0.4054956,2.990322,-1.180327,0.5512497,3.008603,-1.292787,0.6318824,3.011049,-1.108116,0.4593188,2.901526,-0.8012399,0.4023217,2.895999,-0.5773482,0.4525205,2.888339,-0.5106213,0.4504436,2.898783,-1.080509,0.5698572,3.217021,-0.7940818,0.4987797,3.101696,-0.5246609,0.4429609,2.953251,-0.4305521,0.4492219,2.903193,-0.6406044,0.2495591,2.866923,-0.3223012,-0.1503023,2.704067,-0.5256426,-0.5399024,2.552565,-0.5515696,-0.4916307,2.477019,-0.5973718,0.2896829,2.968231,-0.1381827,0.5329978,2.878401,0.2282486,0.312704,2.77258,0.2703756,0.423609,2.695756,-1.114687,0.5151209,3.006831,-0.4232039,0.4668503,2.895592,-0.5263337,0.5060499,2.952625,-0.3442194,0.4386902,2.890516,-0.4745189,0.6016615,2.849144
2019-12-10 22:29:08:840,-0.6265056,0.2571404,2.95838,-0.9093123,0.40496,2.990373,-1.180185,0.5511464,3.008775,-1.292867,0.631557,3.01127,-1.107874,0.4593989,2.901644,-0.8010293,0.4022187,2.895925,-0.5767806,0.4506125,2.889178,-0.5100942,0.4496865,2.898168,-1.080905,0.5698007,3.217428,-0.7944752,0.4987214,3.10211,-0.5250101,0.4430702,2.95368,-0.4303099,0.4501948,2.904378,-0.6375885,0.2473629,2.870022,-0.3221607,-0.1504042,2.704238,-0.526889,-0.539507,2.552184,-0.5541899,-0.4904952,2.47718,-0.5964701,0.2881749,2.965241,-0.1388569,0.5361429,2.883675,0.2273334,0.3148795,2.776486,0.2689412,0.4256622,2.699665,-1.114434,0.5149087,3.006965,-0.4240546,0.4652681,2.892676,-0.5289961,0.5057757,2.938036,-0.3441966,0.4381816,2.889515,-0.473512,0.6009688,2.849474
2019-12-10 22:29:08:883,-0.6278019,0.2584019,2.959253,-0.9093639,0.4050113,2.990378,-1.17988,0.5508361,3.008393,-1.29228,0.6316792,3.011536,-1.107402,0.4593375,2.901121,-0.8005873,0.402123,2.895936,-0.5763196,0.4505279,2.888202,-0.509082,0.449531,2.897992,-1.081088,0.5696471,3.217237,-0.7983651,0.4991778,3.091611,-0.5269431,0.4433583,2.947058,-0.4366582,0.4489134,2.902963,-0.6391056,0.2492394,2.869882,-0.3218539,-0.1507143,2.703853,-0.5241077,-0.5395347,2.550122,-0.5494415,-0.4924115,2.474273,-0.5986587,0.289755,2.968068,-0.1388065,0.5321311,2.879766,0.225497,0.3059363,2.776945,0.2680766,0.4157614,2.70037,-1.114255,0.5147219,3.006712,-0.4240738,0.4652449,2.892797,-0.5332389,0.5070971,2.932529,-0.3516405,0.4341463,2.888862,-0.478572,0.6017513,2.848821
2019-12-10 22:29:08:923,-0.6299978,0.2601128,2.959996,-0.9100063,0.4055086,2.99019,-1.18004,0.550833,3.007831,-1.291929,0.6315589,3.011609,-1.107432,0.4597095,2.900331,-0.8007126,0.4021624,2.895872,-0.5768384,0.4523408,2.889081,-0.5107973,0.4501138,2.900223,-1.081182,0.5696532,3.218564,-0.7990978,0.4996613,3.091037,-0.5277793,0.4428985,2.94668,-0.4349265,0.4470515,2.904965,-0.6462368,0.2551169,2.862382,-0.3220105,-0.1507198,2.703291,-0.5194495,-0.5383987,2.547605,-0.540623,-0.4946936,2.470064,-0.600579,0.290895,2.978935,-0.5730613,0.7948729,2.811135,-0.1719342,0.6123655,2.72979,-0.1352907,0.7241728,2.655346,-1.114387,0.5147108,3.006119,-0.4245914,0.4660918,2.896475,-0.5244895,0.5058076,2.95375,-0.3519546,0.4338381,2.891923,-0.4780984,0.6011584,2.850119
2019-12-10 22:29:08:958,-0.6427386,0.2691495,2.968462,-0.9136418,0.4082256,2.992767,-1.180048,0.5508622,3.007871,-1.292233,0.6316932,3.011535,-1.1074,0.4598593,2.900378,-0.8007068,0.4021651,2.895829,-0.5766521,0.4515069,2.888918,-0.5097846,0.4497722,2.898441,-1.081308,0.5696331,3.218704,-0.7994663,0.4998184,3.090465,-0.5279724,0.4431919,2.946398,-0.4361466,0.4487008,2.902989,-0.6813391,0.2783771,2.81912,-0.322019,-0.1506904,2.703332,-0.4991455,-0.5323304,2.54902,-0.490952,-0.5122627,2.469907,-0.6046093,0.2950763,3.048887,-0.5668208,0.6754057,2.662944,-0.1815623,0.5012309,2.580307,-0.128941,0.6086949,2.504838,-1.114645,0.5149432,3.00637,-0.424339,0.4664696,2.894787,-0.5323911,0.5055604,2.925709,-0.351395,0.4302558,2.886961,-0.4875256,0.6050947,2.849731
2019-12-10 22:29:08:994,-0.651031,0.2755429,2.973157,-0.9173948,0.4110599,2.994488,-1.180063,0.5508828,3.007726,-1.292059,0.6320107,3.011629,-1.107386,0.4598339,2.900398,-0.8006878,0.4021646,2.895855,-0.5766152,0.4514474,2.888708,-0.5100665,0.4493238,2.898506,-1.081995,0.5696551,3.218723,-0.8005719,0.5000765,3.089306,-0.5287695,0.4435767,2.945796,-0.4357176,0.4476247,2.902893,-0.6829557,0.2795251,2.818661,-0.3220333,-0.1506705,2.703187,-0.4971142,-0.5317333,2.548124,-0.489566,-0.5117636,2.469273,-0.6073946,0.297705,3.052106,-0.5599784,0.6676815,2.656676,-0.1654511,0.5826573,2.537224,-0.1165775,0.6879376,2.457669,-1.114968,0.5151858,3.006328,-0.4244628,0.4659898,2.893798,-0.5297644,0.5056942,2.935445,-0.35149,0.4330413,2.890234,-0.4793146,0.6016048,2.849604
2019-12-10 22:29:09:030,-0.6510584,0.2755305,2.973283,-0.9176542,0.4113124,2.994963,-1.179897,0.5508749,3.007811,-1.292043,0.6319213,3.011671,-1.106965,0.4596648,2.900954,-0.8002364,0.4020627,2.895926,-0.5762122,0.4516239,2.888249,-0.5097745,0.4504133,2.897048,-1.082213,0.5697335,3.218733,-0.8009856,0.5003636,3.088711,-0.5290703,0.4438236,2.945443,-0.4349685,0.4480507,2.902234,-0.6825808,0.279075,2.819474,-0.2231677,0.05223322,2.784622,-0.3776795,-0.418949,2.596486,-0.3518162,-0.3609431,2.532233,-0.6071123,0.2975612,3.05129,-0.5605822,0.6695561,2.657758,-0.159568,0.5842307,2.536726,-0.1171829,0.6896355,2.458748,-1.114944,0.5152522,3.006484,-0.4238078,0.4673491,2.893034,-0.5278805,0.5054282,2.937716,-0.3518306,0.4330122,2.886952,-0.4826037,0.6022453,2.848619
2019-12-10 22:29:09:066,-0.6533807,0.27685,2.97427,-0.9193361,0.4123191,2.995738,-1.179903,0.550873,3.007801,-1.291976,0.6318733,3.011569,-1.106959,0.4596028,2.90106,-0.8002176,0.4020207,2.895812,-0.5761233,0.4513252,2.887314,-0.5096418,0.4510365,2.897135,-1.082785,0.569972,3.218973,-0.8017042,0.5007778,3.088483,-0.5309876,0.4423606,2.943636,-0.4366471,0.4460627,2.900638,-0.6836991,0.2794977,2.819224,-0.2242444,0.05269623,2.784468,-0.3640601,-0.3887913,2.60785,-0.3525789,-0.3605981,2.532142,-0.608529,0.2985699,3.052267,-0.5566897,0.6667825,2.65564,-0.1503916,0.5811268,2.533628,-0.113375,0.6868213,2.456632,-1.115207,0.5153915,3.006563,-0.4234991,0.4641098,2.892805,-0.524882,0.5050707,2.941988,-0.3513285,0.43312,2.889494,-0.4801547,0.5990471,2.847145
2019-12-10 22:29:09:103,-0.6548461,0.2778649,2.974643,-0.920663,0.4133312,2.996183,-1.17997,0.5509623,3.00777,-1.292271,0.6317952,3.011491,-1.107,0.4596403,2.901155,-0.8002601,0.4020354,2.895826,-0.5759462,0.4502551,2.887624,-0.5089075,0.4497454,2.897072,-1.083055,0.570039,3.21912,-0.8020619,0.5009348,3.088363,-0.5309346,0.4431049,2.944071,-0.4367058,0.4449871,2.902116,-0.6843987,0.2799709,2.819672,-0.2249654,0.05307579,2.784283,-0.362914,-0.391119,2.606561,-0.3529128,-0.3604385,2.532139,-0.6098651,0.2995232,3.051687,-0.5533317,0.6667532,2.654725,-0.1413664,0.5808904,2.531755,-0.1100972,0.6867532,2.455739,-1.115635,0.515767,3.006645,-0.4233105,0.4654356,2.889472,-0.5226622,0.5037189,2.944442,-0.3516359,0.4294401,2.890007,-0.4824623,0.5959763,2.849028
2019-12-10 22:29:09:140,-0.6555093,0.278218,2.975148,-0.9213412,0.4136721,2.996582,-1.180009,0.5509562,3.007752,-1.292223,0.6317977,3.011496,-1.107316,0.4594972,2.901152,-0.8005435,0.4020509,2.895839,-0.5762405,0.4503443,2.887472,-0.5095684,0.4490485,2.897802,-1.083388,0.5699632,3.218685,-0.801439,0.5005009,3.090464,-0.5306593,0.4431019,2.945295,-0.4363107,0.445515,2.902757,-0.6858354,0.2804487,2.817819,-0.2263508,0.05366611,2.784164,-0.3631439,-0.392526,2.605609,-0.3539586,-0.3598975,2.531994,-0.6101394,0.299926,3.055176,-0.249415,0.5888318,2.777135,0.1218947,0.3621429,2.67045,0.1585529,0.4711519,2.595014,-1.115889,0.5158554,3.006717,-0.4242456,0.4637751,2.895879,-0.535353,0.505999,2.926889,-0.3525359,0.4355193,2.888915,-0.479144,0.5933552,2.850532
2019-12-10 22:29:09:180,-0.6559981,0.2785929,2.975009,-0.9221373,0.4142856,2.99636,-1.180419,0.5512991,3.007192,-1.292843,0.6319898,3.011737,-1.108071,0.4596865,2.900611,-0.8013198,0.4022072,2.895802,-0.5769665,0.4502766,2.88735,-0.5109432,0.44943,2.897928,-1.083576,0.5699863,3.218568,-0.8008965,0.5003859,3.092245,-0.5304579,0.4431895,2.946318,-0.4360235,0.4474941,2.903184,-0.6860037,0.2806141,2.81794,-0.2265266,0.0537622,2.783301,-0.3626958,-0.393993,2.604474,-0.3534397,-0.3602048,2.531489,-0.6108196,0.3004239,3.053766,-0.2627324,0.6433698,2.832103,0.09224255,0.4061639,2.712769,0.1365036,0.5145306,2.634573,-1.116571,0.5163859,3.00629,-0.4246705,0.4634153,2.895377,-0.5294606,0.5053329,2.935447,-0.3519327,0.4321495,2.890235,-0.482076,0.6020812,2.849094
2019-12-10 22:29:09:216,-0.6565382,0.2785993,2.975318,-0.9226131,0.4145851,2.996803,-1.180411,0.5513787,3.007272,-1.292828,0.6319715,3.011641,-1.108236,0.4596773,2.900776,-0.8014693,0.4022465,2.895832,-0.5770711,0.4501387,2.88687,-0.5099987,0.4493089,2.898276,-1.084052,0.5703984,3.220796,-0.7993791,0.5006858,3.099684,-0.5302263,0.4431337,2.951423,-0.4395575,0.4496433,2.904012,-0.686443,0.2805549,2.81815,-0.2268206,0.05395567,2.78332,-0.3941082,-0.3852043,2.601779,-0.3911978,-0.3456459,2.529032,-0.6110002,0.3002685,3.053759,-0.2699236,0.6530921,2.837405,0.1095553,0.392893,2.708097,0.1307012,0.5246579,2.64277,-1.116757,0.5166196,3.006553,-0.4239817,0.4633041,2.891873,-0.5224518,0.5024843,2.936659,-0.3508946,0.4393036,2.888549,-0.4806452,0.6009653,2.849644
2019-12-10 22:29:09:251,-0.6565972,0.2787082,2.975415,-0.9226235,0.4147118,2.996987,-1.180191,0.5514051,3.007405,-1.292986,0.6318861,3.011526,-1.108159,0.4596345,2.900905,-0.801383,0.4022304,2.89586,-0.5774435,0.4522709,2.887539,-0.5109118,0.4503542,2.899068,-1.08408,0.5704086,3.220797,-0.7993415,0.5006841,3.099868,-0.5300395,0.4435728,2.951706,-0.4379469,0.4491447,2.903034,-0.6864631,0.2805985,2.818118,-0.2268334,0.05401516,2.783374,-0.3975899,-0.3830731,2.602343,-0.3915554,-0.3454545,2.529123,-0.6109714,0.3003312,3.053877,-0.2699815,0.6534244,2.837877,0.1051485,0.3941096,2.707173,0.1301837,0.5250164,2.641869,-1.116663,0.5166984,3.006721,-0.423839,0.4655837,2.897577,-0.5276871,0.5062302,2.940854,-0.3505132,0.4415539,2.891106,-0.4800095,0.6000632,2.849914
2019-12-10 22:29:09:292,-0.6524194,0.2759619,2.97183,-0.9219702,0.4141691,2.996166,-1.180248,0.5513716,3.007292,-1.293608,0.6318828,3.010688,-1.10835,0.4595108,2.90078,-0.8015327,0.4023379,2.895883,-0.5775617,0.4522373,2.887508,-0.5113338,0.4500618,2.899048,-1.08428,0.5704669,3.220799,-0.7996162,0.5006866,3.099708,-0.5302793,0.4438244,2.951505,-0.4372596,0.4500765,2.9051,-0.6662308,0.2682127,2.846125,-0.2065878,0.04318178,2.781792,-0.3649211,-0.3831526,2.600795,-0.3571029,-0.3567119,2.519467,-0.6088452,0.2980613,2.998111,-0.2525022,0.6786945,2.91519,0.1213958,0.4185496,2.785887,0.1468647,0.5494468,2.718276,-1.116692,0.5166488,3.006588,-0.4243995,0.4663731,2.895162,-0.5308444,0.5051481,2.934471,-0.351007,0.4380044,2.888677,-0.4804069,0.6004128,2.849577
2019-12-10 22:29:09:332,-0.6414275,0.2685831,2.967376,-0.9188873,0.411913,2.995481,-1.180164,0.5511866,3.007624,-1.293209,0.6315869,3.010884,-1.108294,0.4588696,2.900594,-0.8013628,0.4023016,2.895894,-0.5773789,0.4521558,2.887293,-0.5109643,0.4500024,2.899269,-1.084354,0.5704613,3.2208,-0.7997518,0.5006249,3.099582,-0.5300687,0.4442066,2.951861,-0.4402294,0.4508225,2.904948,-0.6517557,0.2582605,2.860949,-0.1922509,0.03563595,2.779855,-0.3539558,-0.3835298,2.602178,-0.3496048,-0.3627185,2.51939,-0.605057,0.2956984,2.988673,-0.256247,0.6853501,2.93112,0.1463482,0.5116777,2.75204,0.155611,0.6395463,2.693681,-1.116404,0.5163231,3.006843,-0.424365,0.4665217,2.89684,-0.5236861,0.5058613,2.948091,-0.3514581,0.4421381,2.885395,-0.4804029,0.6001049,2.849668
2019-12-10 22:29:09:371,-0.6391732,0.2661411,2.965654,-0.9175086,0.4104651,2.994677,-1.18017,0.5510939,3.007696,-1.293308,0.6317025,3.010507,-1.108261,0.4587154,2.900329,-0.8013128,0.4022895,2.895901,-0.5771862,0.4514345,2.887675,-0.5103727,0.4501703,2.897176,-1.084424,0.5704096,3.220489,-0.7999884,0.5004718,3.098901,-0.5302366,0.4438224,2.95141,-0.4391362,0.4504716,2.90332,-0.6478397,0.2545974,2.868909,-0.1884127,0.03366423,2.778662,-0.3538391,-0.3849616,2.60088,-0.3487472,-0.3637384,2.518584,-0.6055754,0.2937187,2.97427,-0.2587589,0.6850663,2.953649,0.105048,0.4403868,2.825259,0.1394199,0.5547637,2.753976,-1.116299,0.5160982,3.006865,-0.4235564,0.4670817,2.895612,-0.5199034,0.5048107,2.942412,-0.3511492,0.4438006,2.886769,-0.4803702,0.6001145,2.849596
2019-12-10 22:29:09:406,-0.6390349,0.2660475,2.965595,-0.9171003,0.4100361,2.994295,-1.180181,0.5508817,3.007508,-1.293451,0.631474,3.010439,-1.108206,0.4582885,2.899265,-0.8012257,0.4022528,2.895891,-0.5770912,0.451364,2.887606,-0.5092417,0.4499678,2.897586,-1.083974,0.5705385,3.221364,-0.7996808,0.5005149,3.099468,-0.5298705,0.444119,2.951985,-0.4397102,0.4506634,2.904125,-0.6478583,0.2547423,2.86942,-0.1886895,0.03347516,2.77836,-0.3496382,-0.3867919,2.599636,-0.3422485,-0.3656746,2.516948,-0.6057511,0.2938564,2.97429,-0.2587614,0.685001,2.954506,0.1034708,0.4399717,2.826914,0.1392231,0.5544766,2.754571,-1.116222,0.5158195,3.006637,-0.4227601,0.4643407,2.89216,-0.5241076,0.5047226,2.941052,-0.3510318,0.4478287,2.885505,-0.4804393,0.6008981,2.848892
2019-12-10 22:29:09:442,-0.6385368,0.2658274,2.965488,-0.9164692,0.4097133,2.994299,-1.180025,0.5507891,3.007804,-1.293389,0.6315008,3.010546,-1.108091,0.4582448,2.899261,-0.8011096,0.4022247,2.895902,-0.5770601,0.4516289,2.888722,-0.5103741,0.4499959,2.897231,-1.083988,0.5705014,3.221236,-0.799763,0.5004261,3.099195,-0.5297843,0.444196,2.951969,-0.4407372,0.4517573,2.904427,-0.6480269,0.2551103,2.868252,-0.18887,0.03348935,2.778781,-0.3479286,-0.3889599,2.599933,-0.3388234,-0.3674105,2.518066,-0.604872,0.2937672,2.977274,-0.2592647,0.6864464,2.950596,0.103708,0.4437246,2.833949,0.1428351,0.5571585,2.761204,-1.115971,0.5156711,3.006867,-0.4241115,0.4650975,2.895226,-0.527802,0.5054733,2.938491,-0.3514978,0.4479594,2.886415,-0.4799101,0.6013284,2.848347
